text,label
你把这些条件代入白人和黑人，这就是赤裸裸地公认的种族歧视，为啥这个东西换成了女性 你就认为这不是歧视不是压迫呢？这么双标？,1
珠海，说出来都丢人。我也被骗过 毕业前对区域没有歧视，毕业后，很是对河南人没有好印象,1
你最好有资本变成能不顾及别人想法的人（非贬低你只是说需要条件）她是亲闺女才能这么干而且这么干的下场是剩下四个人根本没办法活动了,0
这次过后不会再为他们花一分钱了，已取关所有站子了。没想到厉害的艺术家的皮囊之下，也会搞种族歧视呢，心底里就觉得考拉更可怜需要被拯救，来中国的时候可感觉和中国fan超级亲近呢。,0
评论里很多自称“四川人”的网友评论这些叫“语气助词”，不算脏话。你们代表自己就好了，别代表全体四川人。 当“妈卖批”流行全国时，还有很多四川人出来科普这是一句极其脏的骂人话，一般四川人根本不说的，怎么到了这个答案下妈卖批就成了可爱的语气助词了呢：）,1
正经分析一下河南人被地域歧视的原因。 ①河南穷 ②河南穷人多且分布广泛,1
为什么不来中国教英语,1
宁夏人又一次被黑。。。,0
我认为歧视是双向的，女性受到歧视的同时，男性肯定也受到了歧视，比如干同一份工作，工资拿的多，这不是歧视吗。虽然是好处，想想自己小时候因为成绩好，总是能得到一些老师庇护，其实挺难受的。可能好处拿多了，人就忘了，但是这样一直下去是有问题的。,1
山东人表示深有感悟，在县城一中上的高中，模考多次班里第一，高考稍微失常一点，擦他爹的只上了末流211，更扎心的是选了个垃圾冷门专业，男怕入错行??,0
我也是，和一个新来的黑人在那等，（→_→最后一起闯的红灯）,0
应该是山东的可能性比较大，无论是北海还是东海，北海的话，问题不大，应该是山东舰，从华东选择地名，山东可能性也很大,0
不怕喷，非洲黑人在运动上天赋确实强过黄色人种，如果黑人来中国训练乒乓球，不会输给中国人。,0
这话不女权啊,0
没有觉得说沪语就是排外吧。。。我觉得很排外的一次就是一个接待的上海人在出租车上就跟司机哗啦啦用沪语说了一路，我跟其他人坐在后座沉默了几十分钟。所以说不是沪语排外，是态度排外，而且这也不是普遍现象嘛。而且这种理由反对沪语报站也很无稽。。。,1
就是差异，白人男性更喜欢这类的，和这种结婚的也多，你去看欧美的porn，有名的亚裔也都长这样,0
也没有显性的歧视，不过白人女孩子更倾向于找白人男友倒是真的。很多白人女性觉得亚洲男性普遍稍矮缺乏点阳刚之气，也和好莱坞大片宣扬的亚裔男形象相关。,0
上海不是按照工作年限还有加分吗？所以上海户口没有那么难拿是真的了,0
觉得陈坤像印度人，那唇色，啧啧,0
当年研究生宿舍里一大堆女生喂狗，结果出来无数狗晚上追着你咬，在草坪上屎尿。。反映多次都没人管,0
在必须二选一的情况下，大多数被放弃的是女孩，这样不能说明什么吗？当然这都是无奈之举，不是故意为之，但一样说明重男轻女。,1
不懂就问，广东人打架厉害吗,1
我是四川人，小时候一跟人吵架就怼一句mmp，习惯了，我们这儿都这样骂人,1
掉个个就是女性男性化。你是不是也会说是对女性的恶意。是歧视女性。 真是什么都能喷。,1
而且Rose最恶心的是前脚卡尔送她海洋之心，后脚就脱光了带上海洋之心和杰克''画画''去了,1
东北！朋友说东北人厚黑。,1
哥，我广西人被你点名了，感觉开心,0
算我求你，你素质差能不让东北人背锅吗？就因为你这样的人东北人天天被骂,1
你东北人还怕冷？,1
说话的语气像极乐喜欢的男孩子,0
你这个问题就好比不要东北人和河南人就是歧视河南人么？还有你的回答前后矛盾，观点变来变去，每次明明是你自己觉得，非要强加到田源的观点上面，不是很懂你要表达什么,1
楼主本科在澳门？我在科大的会计专业，大三暂时gpa3.3+，雅思7，在准备gmat和acca，申澳大的会计硕士有希望吗,0
可笑。一个中国人不礼貌，所有中国人就活该遭歧视？粗鲁暴力的白人黑人数不胜数，他们是不是也活该被歧视？,1
你看看场景和印度差不多，再联想下印度人民的生活条件，就知道了,0
垃圾话？那你见过垃圾话骂黑人尼哥的没？别在这儿扯垃圾话，垃圾话就可以随便说了？,1
烩面？河南？,0
当你去人才市场看一圈招聘信息，发现多数岗位招女不招男，或者男女同学历同职务，女的工资更高的的时候；当我告诉你中国法律允许女强奸男不犯法的时候；你就不会说当下需要女权主义了。,1
呵呵你觉得山东造反的都是些农民吗那些造反带头的都是北魏六镇起义的余孽！,0
按照这个逻辑，警察致死的老人应该很多才对。亚裔的伤人犯罪率应该比较低，,1
今年文科黑龙江一二本差太多了，我这卡线太尴尬了437，中间，位次也不是很高，复读还是走二本,0
超喜欢理工的学习氛围，还有爱打招呼的黑人朋友,0
这年头不是艾滋病都不好意思说自己是男同了,1
人在燕赵，燕赵有的联系我也可以，价格合理就行，黑人勿扰,1
明日这集真不错黑人的感情线满分啊，看完居然有澎湃的感觉。尤其是那几个被关的黑人唱的那首歌,0
初中在公交车上见到一个身材高挑超模身材穿着一身橘红色裙子戴着宽沿帽的黑人女性，我一贯是喜欢日系清纯女生的，但是那一瞬间真的感受到了美的震撼,0
所以根据最新的印度人口数据，印度13.53亿人里，男性数量比女性多出4400w,0
河北也叫改锥,0
广西人表示，我们这儿没有喝啤酒的，都是白的，而且是按斤按两的喝……,0
唐朝黑人未出现过？昆仑奴呢？很接近黑人了好伐。,1
白种人似乎胰岛素和唾液分泌比亚洲黄种人要多 所以对油脂和甜品消化能力强 口感就比亚洲人重 好像中餐在美国也是要加重口味才受白人欢迎,0
这么可爱的小仙女，你快取匿吧，我要关注233。,0
这黑人口音，特幽默,1
你这简直就是反革命！如果女的都洁身自好，那么男的赚钱干嘛？？？？,1
跪舔的男人只是想cao她，结婚？不可能的！,1
性别歧视指在关于性别上存在的偏见，指一种性别成员对另一种性别成员的不平等对待。尤其是男性对女性的不平等对待。两性之间的不平等，造成社会的性别歧视。但也可用来指称任何因为性别所造成的差别待遇。,1
真正为黑人谋利益的路德金博士被吃花生米了，只剩下嘴炮反歧视，现在的“黑命贵”甚至只是白人的一种阴谋，,1
但是我更喜欢王云。王云是我的女神。,0
中国的民族政策一直在变啊，从明清两朝的华夷之辨就可以看得出来，唐朝的时候还有汉人被同化成少数民族，中国任何一个朝代都不是单一民族国家，中国历来就是一个多民族国家。,0
要真的按伊斯兰教那套说法。咱们中国的传统思想才是第一个解放女权呐。,0
百越o1，华夏o3，汉族是o，前文明人类迁徙时分别走的沿海和内陆，都是黄种人。 满族是c，是棕种人。,0
我确实歧视河南人，不过只歧视那部分不爱洗澡的人，都发臭了头发都灰了味道刺鼻还不洗，其他地方人我也见过不严重，可能河南乃人口大省的原因吧。,1
我觉得没毛病，这样的就算不是婊也恶心到家了，我宿舍也有不分白天黑夜打游戏自言自语，偶尔尖叫并且深夜2点在寝室唱歌的，用东西从来不跟你说，不过我寝室这个是浙江的，我也因此讨厌浙江……,1
怎么给你说呢，日本底层民众被洗脑的也是够强，不能说我们没有被洗，至少我国，反欧美还没很严重吧，反日也没有多少，只能说一句话众口铄金，积毁销骨。让他们放松警惕，我们憋足力气，继续偷偷发展不好吗，他看不起中国人，,1
20年江苏申论70+ 很赞同答主。,0
许愿人贩子此生无数孩子，个个被拐卖，女的被强奸，男的被打残，全家不得好死，横死街头，老天让我这个愿望灵验吧！！,1
哈哈哈哈哈哈哈，你是魔鬼，这个真的是在歧视男性[飙泪笑][飙泪笑][飙泪笑][飙泪笑],1
漏了一点，他受到的种族歧视是整个意大利足坛带给他的。他出生在意大利，2岁被意大利白人父母收养，父母也对他很好，15岁踢意甲比赛，16进米兰。18岁才拿到意大利公民资格（国籍）。,1
我们并不歧视黑人，歧视的是好吃懒做坑蒙拐骗，传染性病艾滋的，杀人放火的这类人，,1
那些说不在意黑人歧视我们，我要发表我自己的看法，我想说我很在意，而且我很不喜欢黑人。别假装不在意，,1
我在很小的时候就知道自己喜欢的是男生，所以很多事都比同龄人想的要多，甚至有时会有一点焦虑，很希望成为独立优秀的人。,0
仙女我真的只认刘亦菲，郑爽的粉丝怎么好意思叫她小仙女？30了，哪儿仙了？,0
女主就像那只蚂蚁，在放大镜下，被人折麽,1
穿着的确简洁复古又少女，不过最关键是180的身高和大长腿啊，还有金发碧眼。,0
其实是黑人们有优待。从小读公立也不用好好学,0
贤惠与老实是同病相怜。,1
现如今没有流氓罪了，但是有猥亵妇女罪。对法规本身进行详细的补充，并将过往案例进行参考，就不容易有口袋罪。,0
主要是把他们杀印第安人，奴役黑人的那一套移情到中国，因为汉人就容不下少民，更不知道大多少民与非少民没有什么区别,1
其实像别的答案里的的青笨啊，末日三问，鬼灭之刃啊，还有女高我听名字都会去看看的。像我这里提的几个都是听到名字当时没去看，后来闲下来才看的,0
